Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
India,IND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.2597976506088,14.3791710991272,15.9816383001853,15.2779533197111,15.4653412714978,17.3605290620441,17.8378074358404,15.2771522133459,13.9823095811515,15.6462355744974,16.1960497976301,17.1213067895083,15.6930579641805,18.5349363123495,18.7155097600999,18.4371771364184,18.6274670440652,19.0753781248606,22.6090938620783,21.8152229510707,20.4991123659897,20.258297132755,20.4059568788174,19.4978936180778,20.4531245813138,22.0322107960367,21.4734813735876,23.3894829604112,24.4278050657916,25.356230483975,27.8392266830086,23.3137027139945,24.6367885315625,23.7295167827645,26.4452570552781,27.0286289748321,25.3267833279512,27.3470404422168,25.8860012869123,28.4824492585279,25.9468991911025,25.9266843880565,26.4681261564338,28.6939573234107,35.0964682901845,37.4282548095123,38.9985119736644,41.9508020761588,38.4224265127258,39.2568052906451,39.7856197520929,39.5904214421164,38.3474156730403,34.0232020837499,34.2678056156548,32.1167301358276,30.2120167674393,30.9412542357494,30.9827162569868
